review_id,order_id,review_score,review_creation_date
rev_00265,order_00265,4,2017-11-03 21:00:00
rev_00266,order_00266,4,2017-11-05 12:00:00
rev_00267,order_00267,1,2017-10-31 19:00:00
rev_00268,order_00268,4,2017-11-02 08:00:00
rev_00269,order_00269,4,2017-11-03 15:00:00
rev_00270,order_00270,4,2017-11-03 20:00:00
rev_00271,order_00271,3,2017-11-14 13:00:00
rev_00272,order_00272,2,2017-11-20 14:00:00
rev_00273,order_00273,2,2017-11-22 14:00:00
rev_00274,order_00274,2,2017-11-20 21:00:00
rev_00275,order_00275,2,2017-11-25 08:00:00
rev_00276,order_00276,3,2017-11-22 21:00:00
rev_00277,order_00277,2,2017-11-23 17:00:00
rev_00278,order_00278,5,2017-11-17 17:00:00
rev_00279,order_00279,1,2017-11-16 11:00:00
rev_00280,order_00280,1,2017-11-26 18:00:00
rev_00281,order_00281,3,2017-11-30 12:00:00
rev_00282,order_00282,2,2017-11-28 17:00:00
rev_00283,order_00283,2,2017-11-17 13:00:00
rev_00284,order_00284,2,2017-11-20 09:00:00
rev_00285,order_00285,2,2017-11-21 09:00:00
rev_00286,order_00286,1,2017-11-15 13:00:00
rev_00287,order_00287,3,2017-11-21 21:00:00
rev_00288,order_00288,1,2017-11-22 14:00:00
rev_00289,order_00289,2,2017-11-24 21:00:00
rev_00290,order_00290,2,2017-11-17 15:00:00
rev_00291,order_00291,3,2017-11-12 08:00:00
rev_00292,order_00292,2,2017-11-22 11:00:00
rev_00293,order_00293,3,2017-11-23 20:00:00
rev_00294,order_00294,3,2017-11-23 10:00:00
rev_00295,order_00295,3,2017-11-26 08:00:00
rev_00296,order_00296,1,2017-11-22 18:00:00
rev_00297,order_00297,5,2017-11-24 12:00:00
rev_00298,order_00298,3,2017-11-23 20:00:00
rev_00299,order_00299,2,2017-11-25 20:00:00
rev_00300,order_00300,1,2017-11-21 09:00:00
rev_00301,order_00301,4,2017-11-26 10:00:00
rev_00302,order_00302,4,2017-11-23 12:00:00
rev_00303,order_00303,2,2017-11-17 19:00:00
rev_00304,order_00304,5,2017-11-28 18:00:00
rev_00305,order_00305,3,2017-11-19 10:00:00
rev_00306,order_00306,2,2017-11-25 12:00:00
rev_00307,order_00307,2,2017-11-21 17:00:00
rev_00308,order_00308,2,2017-11-25 10:00:00
rev_00309,order_00309,3,2017-11-25 12:00:00
rev_00310,order_00310,2,2017-11-19 08:00:00
rev_00311,order_00311,3,2017-11-16 16:00:00
rev_00312,order_00312,4,2017-11-18 18:00:00
rev_00313,order_00313,3,2017-11-19 19:00:00
rev_00314,order_00314,4,2017-11-13 18:00:00
rev_00315,order_00315,5,2017-11-21 12:00:00
rev_00316,order_00316,5,2017-11-20 18:00:00
rev_00317,order_00317,1,2017-11-19 12:00:00
rev_00318,order_00318,5,2017-11-15 09:00:00
rev_00319,order_00319,5,2017-11-15 20:00:00
rev_00320,order_00320,5,2017-11-19 11:00:00
rev_00321,order_00321,4,2017-11-18 14:00:00
rev_00322,order_00322,2,2017-11-20 19:00:00
rev_00323,order_00323,4,2017-11-18 08:00:00
rev_00324,order_00324,3,2017-11-22 21:00:00
rev_00325,order_00325,5,2017-11-21 10:00:00
rev_00326,order_00326,3,2017-11-15 21:00:00
rev_00327,order_00327,4,2017-11-18 14:00:00
rev_00328,order_00328,5,2017-11-15 11:00:00
rev_00329,order_00329,4,2017-11-13 08:00:00
rev_00330,order_00330,5,2017-11-20 17:00:00
rev_00331,order_00331,4,2017-11-15 17:00:00
rev_00332,order_00332,2,2017-11-12 20:00:00
rev_00333,order_00333,5,2017-11-17 08:00:00
rev_00334,order_00334,5,2017-11-19 17:00:00
rev_00335,order_00335,4,2017-11-19 09:00:00
rev_00336,order_00336,4,2017-11-15 12:00:00
rev_00337,order_00337,4,2017-11-18 17:00:00
rev_00338,order_00338,5,2017-11-14 12:00:00
rev_00339,order_00339,1,2017-11-19 20:00:00
rev_00340,order_00340,5,2017-11-18 20:00:00
rev_00341,order_00341,4,2017-11-17 09:00:00
rev_00342,order_00342,3,2017-11-22 08:00:00
rev_00343,order_00343,1,2017-11-22 11:00:00
rev_00344,order_00344,5,2017-11-14 09:00:00
rev_00345,order_00345,5,2017-11-16 12:00:00
rev_00346,order_00346,3,2017-11-13 17:00:00
rev_00347,order_00347,4,2017-11-12 15:00:00
