customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
cust_00094,cust_00094,20094,rio de janeiro,SP
cust_00095,cust_00095,20095,rio de janeiro,RJ
cust_00096,cust_00096,20096,rio de janeiro,RS
cust_00097,cust_00097,20097,rio de janeiro,SP
cust_00098,cust_00098,20098,rio de janeiro,RS
cust_00099,cust_00099,20099,rio de janeiro,RS
cust_00100,cust_00100,20100,rio de janeiro,MG
cust_00101,cust_00101,20101,rio de janeiro,PR
cust_00102,cust_00102,20102,rio de janeiro,SP
cust_00103,cust_00103,20103,rio de janeiro,PR
cust_00104,cust_00104,20104,rio de janeiro,RJ
cust_00105,cust_00105,20105,rio de janeiro,PR
cust_00106,cust_00106,20106,rio de janeiro,RJ
cust_00107,cust_00107,20107,rio de janeiro,PR
cust_00108,cust_00108,20108,rio de janeiro,RJ
cust_00109,cust_00109,20109,rio de janeiro,SP
cust_00110,cust_00110,20110,rio de janeiro,PR
cust_00111,cust_00111,20111,rio de janeiro,RJ
cust_00112,cust_00112,20112,rio de janeiro,SP
cust_00113,cust_00113,20113,rio de janeiro,SP
cust_00114,cust_00114,20114,rio de janeiro,RS
cust_00115,cust_00115,20115,rio de janeiro,PR
cust_00116,cust_00116,20116,rio de janeiro,RJ
cust_00117,cust_00117,20117,rio de janeiro,MG
cust_00118,cust_00118,20118,rio de janeiro,SP
cust_00119,cust_00119,20119,rio de janeiro,SP
cust_00120,cust_00120,20120,rio de janeiro,RS
cust_00121,cust_00121,20121,rio de janeiro,RS
cust_00122,cust_00122,20122,rio de janeiro,RJ
cust_00123,cust_00123,20123,rio de janeiro,SP
cust_00124,cust_00124,20124,rio de janeiro,MG
cust_00125,cust_00125,20125,rio de janeiro,PR
cust_00126,cust_00126,20126,rio de janeiro,RS
cust_00127,cust_00127,20127,rio de janeiro,SP
cust_00128,cust_00128,20128,rio de janeiro,RJ
cust_00129,cust_00129,20129,rio de janeiro,MG
cust_00130,cust_00130,20130,rio de janeiro,PR
cust_00131,cust_00131,20131,rio de janeiro,PR
cust_00132,cust_00132,20132,rio de janeiro,PR
cust_00133,cust_00133,20133,rio de janeiro,RS
cust_00134,cust_00134,20134,rio de janeiro,RS
cust_00135,cust_00135,20135,rio de janeiro,RS
cust_00136,cust_00136,20136,rio de janeiro,RS
cust_00137,cust_00137,20137,rio de janeiro,SP
cust_00138,cust_00138,20138,rio de janeiro,RJ
cust_00139,cust_00139,20139,rio de janeiro,RS
cust_00140,cust_00140,20140,rio de janeiro,RS
cust_00141,cust_00141,20141,rio de janeiro,PR
cust_00142,cust_00142,20142,rio de janeiro,MG
cust_00143,cust_00143,20143,rio de janeiro,RS
cust_00144,cust_00144,20144,rio de janeiro,RS
cust_00145,cust_00145,20145,rio de janeiro,RJ
cust_00146,cust_00146,20146,rio de janeiro,SP
cust_00147,cust_00147,20147,rio de janeiro,RJ
cust_00148,cust_00148,20148,rio de janeiro,RS
cust_00149,cust_00149,20149,rio de janeiro,RS
cust_00150,cust_00150,20150,rio de janeiro,RJ
cust_00151,cust_00151,20151,rio de janeiro,PR
cust_00152,cust_00152,20152,rio de janeiro,MG
cust_00153,cust_00153,20153,rio de janeiro,PR
cust_00154,cust_00154,20154,rio de janeiro,RJ
cust_00155,cust_00155,20155,rio de janeiro,RJ
cust_00156,cust_00156,20156,rio de janeiro,SP
cust_00157,cust_00157,20157,rio de janeiro,RJ
cust_00158,cust_00158,20158,rio de janeiro,MG
cust_00159,cust_00159,20159,rio de janeiro,MG
cust_00160,cust_00160,20160,rio de janeiro,RJ
cust_00161,cust_00161,20161,rio de janeiro,RJ
cust_00162,cust_00162,20162,rio de janeiro,SP
cust_00163,cust_00163,20163,rio de janeiro,SP
cust_00164,cust_00164,20164,rio de janeiro,RS
cust_00165,cust_00165,20165,rio de janeiro,RJ
cust_00166,cust_00166,20166,rio de janeiro,RS
cust_00167,cust_00167,20167,rio de janeiro,SP
cust_00168,cust_00168,20168,rio de janeiro,RJ
cust_00169,cust_00169,20169,rio de janeiro,MG
cust_00170,cust_00170,20170,rio de janeiro,RS
cust_00171,cust_00171,20171,rio de janeiro,PR
cust_00172,cust_00172,20172,rio de janeiro,RS
cust_00173,cust_00173,20173,rio de janeiro,RS
cust_00174,cust_00174,20174,rio de janeiro,RS
cust_00175,cust_00175,20175,rio de janeiro,RJ
cust_00176,cust_00176,20176,rio de janeiro,MG
cust_00177,cust_00177,20177,rio de janeiro,PR
cust_00178,cust_00178,20178,rio de janeiro,PR
cust_00179,cust_00179,20179,rio de janeiro,PR
cust_00180,cust_00180,20180,rio de janeiro,RS
cust_00181,cust_00181,20181,rio de janeiro,RS
cust_00182,cust_00182,20182,rio de janeiro,MG
cust_00183,cust_00183,20183,rio de janeiro,PR
cust_00184,cust_00184,20184,rio de janeiro,RJ
cust_00185,cust_00185,20185,rio de janeiro,PR
cust_00186,cust_00186,20186,rio de janeiro,MG
cust_00187,cust_00187,20187,rio de janeiro,SP
cust_00188,cust_00188,20188,rio de janeiro,RS
cust_00189,cust_00189,20189,rio de janeiro,RS
cust_00190,cust_00190,20190,rio de janeiro,SP
cust_00191,cust_00191,20191,rio de janeiro,PR
cust_00192,cust_00192,20192,rio de janeiro,SP
cust_00193,cust_00193,20193,rio de janeiro,RJ
cust_00194,cust_00194,20194,rio de janeiro,RS
cust_00195,cust_00195,20195,rio de janeiro,MG
cust_00196,cust_00196,20196,rio de janeiro,PR
cust_00197,cust_00197,20197,rio de janeiro,RJ
cust_00198,cust_00198,20198,rio de janeiro,PR
cust_00199,cust_00199,20199,rio de janeiro,RS
cust_00200,cust_00200,20200,rio de janeiro,MG
cust_00201,cust_00201,20201,rio de janeiro,MG
cust_00202,cust_00202,20202,rio de janeiro,RJ
cust_00203,cust_00203,20203,rio de janeiro,RJ
cust_00204,cust_00204,20204,rio de janeiro,MG
cust_00205,cust_00205,20205,rio de janeiro,PR
cust_00206,cust_00206,20206,rio de janeiro,SP
cust_00207,cust_00207,20207,rio de janeiro,PR
cust_00208,cust_00208,20208,rio de janeiro,RS
cust_00209,cust_00209,20209,rio de janeiro,RJ
cust_00210,cust_00210,20210,rio de janeiro,SP
cust_00211,cust_00211,20211,rio de janeiro,RJ
cust_00212,cust_00212,20212,rio de janeiro,RS
cust_00213,cust_00213,20213,rio de janeiro,RS
cust_00214,cust_00214,20214,rio de janeiro,MG
cust_00215,cust_00215,20215,rio de janeiro,RS
cust_00216,cust_00216,20216,rio de janeiro,PR
cust_00217,cust_00217,20217,rio de janeiro,RJ
cust_00218,cust_00218,20218,rio de janeiro,RJ
cust_00219,cust_00219,20219,rio de janeiro,RS
cust_00220,cust_00220,20220,rio de janeiro,RS
cust_00221,cust_00221,20221,rio de janeiro,PR
cust_00222,cust_00222,20222,rio de janeiro,PR
cust_00223,cust_00223,20223,rio de janeiro,PR
cust_00224,cust_00224,20224,rio de janeiro,RJ
cust_00225,cust_00225,20225,rio de janeiro,RS
cust_00226,cust_00226,20226,rio de janeiro,SP
cust_00227,cust_00227,20227,rio de janeiro,RJ
cust_00228,cust_00228,20228,rio de janeiro,SP
cust_00229,cust_00229,20229,rio de janeiro,MG
cust_00230,cust_00230,20230,rio de janeiro,SP
cust_00231,cust_00231,20231,rio de janeiro,RS
cust_00232,cust_00232,20232,rio de janeiro,PR
cust_00233,cust_00233,20233,rio de janeiro,SP
cust_00234,cust_00234,20234,rio de janeiro,PR
cust_00235,cust_00235,20235,rio de janeiro,MG
cust_00236,cust_00236,20236,rio de janeiro,RJ
cust_00237,cust_00237,20237,rio de janeiro,MG
cust_00238,cust_00238,20238,rio de janeiro,SP
cust_00239,cust_00239,20239,rio de janeiro,RJ
cust_00240,cust_00240,20240,rio de janeiro,MG
cust_00241,cust_00241,20241,rio de janeiro,RJ
cust_00242,cust_00242,20242,rio de janeiro,MG
cust_00243,cust_00243,20243,rio de janeiro,RJ
cust_00244,cust_00244,20244,rio de janeiro,SP
cust_00245,cust_00245,20245,rio de janeiro,RJ
cust_00246,cust_00246,20246,rio de janeiro,PR
cust_00247,cust_00247,20247,rio de janeiro,PR
cust_00248,cust_00248,20248,rio de janeiro,RJ
cust_00249,cust_00249,20249,rio de janeiro,PR
cust_00250,cust_00250,20250,rio de janeiro,RS
cust_00251,cust_00251,20251,rio de janeiro,SP
cust_00252,cust_00252,20252,rio de janeiro,RJ
cust_00253,cust_00253,20253,rio de janeiro,RS
cust_00254,cust_00254,20254,rio de janeiro,PR
cust_00255,cust_00255,20255,rio de janeiro,SP
cust_00256,cust_00256,20256,rio de janeiro,RS
cust_00257,cust_00257,20257,rio de janeiro,RS
cust_00258,cust_00258,20258,rio de janeiro,SP
cust_00259,cust_00259,20259,rio de janeiro,PR
cust_00260,cust_00260,20260,rio de janeiro,MG
cust_00261,cust_00261,20261,rio de janeiro,RS
cust_00262,cust_00262,20262,rio de janeiro,RS
cust_00263,cust_00263,20263,rio de janeiro,MG
cust_00264,cust_00264,20264,rio de janeiro,RS
cust_00265,cust_00265,20265,rio de janeiro,RS
cust_00266,cust_00266,20266,rio de janeiro,SP
cust_00267,cust_00267,20267,rio de janeiro,RS
cust_00268,cust_00268,20268,rio de janeiro,MG
cust_00269,cust_00269,20269,rio de janeiro,PR
cust_00270,cust_00270,20270,rio de janeiro,MG
cust_00271,cust_00271,20271,rio de janeiro,RS
cust_00272,cust_00272,20272,rio de janeiro,SP
cust_00273,cust_00273,20273,rio de janeiro,SP
cust_00274,cust_00274,20274,rio de janeiro,MG
cust_00275,cust_00275,20275,rio de janeiro,MG
cust_00276,cust_00276,20276,rio de janeiro,PR
cust_00277,cust_00277,20277,rio de janeiro,MG
cust_00278,cust_00278,20278,rio de janeiro,MG
cust_00279,cust_00279,20279,rio de janeiro,RJ
cust_00280,cust_00280,20280,rio de janeiro,RJ
cust_00281,cust_00281,20281,rio de janeiro,RS
cust_00282,cust_00282,20282,rio de janeiro,RJ
cust_00283,cust_00283,20283,rio de janeiro,MG
cust_00284,cust_00284,20284,rio de janeiro,SP
cust_00285,cust_00285,20285,rio de janeiro,RS
cust_00286,cust_00286,20286,rio de janeiro,MG
cust_00287,cust_00287,20287,rio de janeiro,PR
cust_00288,cust_00288,20288,rio de janeiro,SP
cust_00289,cust_00289,20289,rio de janeiro,RJ
cust_00290,cust_00290,20290,rio de janeiro,PR
cust_00291,cust_00291,20291,rio de janeiro,RS
cust_00292,cust_00292,20292,rio de janeiro,SP
cust_00293,cust_00293,20293,rio de janeiro,SP
cust_00294,cust_00294,20294,rio de janeiro,RJ
cust_00295,cust_00295,20295,rio de janeiro,MG
cust_00296,cust_00296,20296,rio de janeiro,PR
cust_00297,cust_00297,20297,rio de janeiro,PR
cust_00298,cust_00298,20298,rio de janeiro,RJ
cust_00299,cust_00299,20299,rio de janeiro,RS
cust_00300,cust_00300,20300,rio de janeiro,RS
cust_00301,cust_00301,20301,rio de janeiro,RS
cust_00302,cust_00302,20302,rio de janeiro,PR
cust_00303,cust_00303,20303,rio de janeiro,PR
cust_00304,cust_00304,20304,rio de janeiro,PR
cust_00305,cust_00305,20305,rio de janeiro,RJ
cust_00306,cust_00306,20306,rio de janeiro,MG
cust_00307,cust_00307,20307,rio de janeiro,PR
cust_00308,cust_00308,20308,rio de janeiro,SP
cust_00309,cust_00309,20309,rio de janeiro,MG
cust_00310,cust_00310,20310,rio de janeiro,PR
cust_00311,cust_00311,20311,rio de janeiro,PR
cust_00312,cust_00312,20312,rio de janeiro,SP
cust_00313,cust_00313,20313,rio de janeiro,RS
cust_00314,cust_00314,20314,rio de janeiro,RS
cust_00315,cust_00315,20315,rio de janeiro,RJ
cust_00316,cust_00316,20316,rio de janeiro,MG
cust_00317,cust_00317,20317,rio de janeiro,RJ
cust_00318,cust_00318,20318,rio de janeiro,MG
cust_00319,cust_00319,20319,rio de janeiro,SP
cust_00320,cust_00320,20320,rio de janeiro,PR
cust_00321,cust_00321,20321,rio de janeiro,PR
cust_00322,cust_00322,20322,rio de janeiro,RS
cust_00323,cust_00323,20323,rio de janeiro,RJ
cust_00324,cust_00324,20324,rio de janeiro,PR
cust_00325,cust_00325,20325,rio de janeiro,MG
cust_00326,cust_00326,20326,rio de janeiro,SP
cust_00327,cust_00327,20327,rio de janeiro,RJ
cust_00328,cust_00328,20328,rio de janeiro,PR
cust_00329,cust_00329,20329,rio de janeiro,RJ
cust_00330,cust_00330,20330,rio de janeiro,RS
cust_00331,cust_00331,20331,rio de janeiro,SP
cust_00332,cust_00332,20332,rio de janeiro,SP
cust_00333,cust_00333,20333,rio de janeiro,SP
cust_00334,cust_00334,20334,rio de janeiro,SP
cust_00335,cust_00335,20335,rio de janeiro,PR
cust_00336,cust_00336,20336,rio de janeiro,RJ
cust_00337,cust_00337,20337,rio de janeiro,RJ
cust_00338,cust_00338,20338,rio de janeiro,MG
cust_00339,cust_00339,20339,rio de janeiro,MG
cust_00340,cust_00340,20340,rio de janeiro,MG
cust_00341,cust_00341,20341,rio de janeiro,SP
cust_00342,cust_00342,20342,rio de janeiro,MG
cust_00343,cust_00343,20343,rio de janeiro,MG
cust_00344,cust_00344,20344,rio de janeiro,PR
cust_00345,cust_00345,20345,rio de janeiro,RS
cust_00346,cust_00346,20346,rio de janeiro,RJ
cust_00347,cust_00347,20347,rio de janeiro,SP
