order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
order_00050,1,prod_015,seller_00,2017-09-23 15:00:00,281.5,39.75
order_00050,2,prod_005,seller_03,2017-09-23 15:00:00,187.28,17.13
order_00050,3,prod_008,seller_05,2017-09-23 15:00:00,108.12,13.39
order_00051,1,prod_005,seller_00,2017-09-22 15:00:00,74.36,5.26
order_00052,1,prod_007,seller_00,2017-09-22 20:00:00,186.6,12.59
order_00053,1,prod_013,seller_03,2017-09-22 20:00:00,246.15,22.5
order_00054,1,prod_004,seller_05,2017-09-26 08:00:00,310.47,31.15
order_00054,2,prod_006,seller_00,2017-09-26 08:00:00,210.74,16.25
order_00055,1,prod_015,seller_04,2017-09-23 14:00:00,34.51,3.42
order_00056,1,prod_007,seller_01,2017-09-26 16:00:00,256.02,16.69
order_00057,1,prod_001,seller_05,2017-09-26 08:00:00,192.97,23.45
order_00058,1,prod_018,seller_01,2017-09-23 19:00:00,113.6,10.09
order_00059,1,prod_007,seller_03,2017-09-24 12:00:00,215.15,22.08
order_00060,1,prod_013,seller_00,2017-09-25 18:00:00,82.26,6.23
order_00061,1,prod_006,seller_00,2017-09-20 19:00:00,226.36,29.36
order_00062,1,prod_009,seller_00,2017-09-21 12:00:00,90.33,13.12
order_00062,2,prod_005,seller_01,2017-09-21 12:00:00,171.25,16.87
order_00063,1,prod_001,seller_05,2017-09-23 08:00:00,66.86,3.75
order_00063,2,prod_010,seller_05,2017-09-23 08:00:00,141.03,8.65
order_00064,1,prod_012,seller_02,2017-09-21 18:00:00,116.99,17.37
order_00065,1,prod_003,seller_04,2017-09-20 12:00:00,306.88,44.94
order_00065,2,prod_011,seller_02,2017-09-20 12:00:00,86.18,11.39
order_00066,1,prod_011,seller_05,2017-09-23 11:00:00,81.94,11.45
order_00066,2,prod_013,seller_01,2017-09-23 11:00:00,33.93,4.45
order_00067,1,prod_019,seller_02,2017-09-23 09:00:00,245.45,21.18
order_00068,1,prod_019,seller_05,2017-09-25 19:00:00,112.73,16.31
order_00069,1,prod_013,seller_03,2017-09-20 15:00:00,257.99,16.32
order_00069,2,prod_000,seller_05,2017-09-20 15:00:00,171.48,13.78
order_00070,1,prod_012,seller_01,2017-09-29 15:00:00,176.01,13.15
order_00071,1,prod_008,seller_04,2017-10-01 13:00:00,316.41,18.48
order_00072,1,prod_019,seller_05,2017-10-02 15:00:00,147.97,10.87
order_00073,1,prod_014,seller_01,2017-10-01 12:00:00,101.8,6.98
order_00073,2,prod_009,seller_04,2017-10-01 12:00:00,94.47,6.5
order_00073,3,prod_008,seller_01,2017-10-01 12:00:00,44.12,4.44
order_00074,1,prod_011,seller_00,2017-09-27 09:00:00,272.96,37.58
order_00075,1,prod_005,seller_03,2017-10-01 21:00:00,134.81,14.87
order_00076,1,prod_004,seller_00,2017-10-02 17:00:00,133.77,9.42
order_00077,1,prod_005,seller_04,2017-10-02 11:00:00,225.1,18.28
order_00077,2,prod_015,seller_04,2017-10-02 11:00:00,85.01,8.36
order_00078,1,prod_012,seller_05,2017-10-02 16:00:00,217.65,16.78
order_00079,1,prod_000,seller_02,2017-09-27 12:00:00,147.15,16.84
order_00080,1,prod_012,seller_04,2017-09-27 14:00:00,267.01,36.92
order_00081,1,prod_011,seller_05,2017-09-27 16:00:00,194.0,19.49
order_00082,1,prod_006,seller_02,2017-10-01 10:00:00,169.7,10.63
order_00082,2,prod_015,seller_02,2017-10-01 10:00:00,303.21,16.78
order_00083,1,prod_006,seller_03,2017-10-01 19:00:00,144.32,9.86
order_00083,2,prod_012,seller_04,2017-10-01 19:00:00,89.35,5.87
order_00084,1,prod_001,seller_05,2017-10-02 21:00:00,273.53,36.6
order_00084,2,prod_019,seller_03,2017-10-02 21:00:00,59.73,6.27
order_00085,1,prod_005,seller_00,2017-09-28 14:00:00,173.56,8.74
order_00085,2,prod_014,seller_01,2017-09-28 14:00:00,315.91,29.91
order_00086,1,prod_002,seller_03,2017-09-30 09:00:00,152.03,15.27
order_00087,1,prod_016,seller_03,2017-09-27 19:00:00,41.01,4.73
order_00088,1,prod_015,seller_02,2017-10-01 19:00:00,63.83,9.3
order_00089,1,prod_008,seller_03,2017-09-29 17:00:00,289.48,18.63
order_00090,1,prod_005,seller_03,2017-10-01 16:00:00,35.87,2.37
order_00091,1,prod_011,seller_03,2017-09-28 20:00:00,39.33,4.15
order_00091,2,prod_003,seller_02,2017-09-28 20:00:00,196.11,29.28
order_00092,1,prod_014,seller_01,2017-09-29 17:00:00,250.57,16.96
order_00093,1,prod_000,seller_05,2017-09-29 12:00:00,289.24,15.44
order_00093,2,prod_019,seller_05,2017-09-29 12:00:00,69.06,6.44
order_00093,3,prod_001,seller_01,2017-09-29 12:00:00,176.24,17.42
order_00094,1,prod_007,seller_03,2017-10-01 13:00:00,130.36,14.13
order_00094,2,prod_006,seller_02,2017-10-01 13:00:00,198.78,22.34
order_00095,1,prod_004,seller_05,2017-10-03 11:00:00,53.26,6.83
order_00095,2,prod_008,seller_00,2017-10-03 11:00:00,143.58,7.98
order_00096,1,prod_000,seller_00,2017-09-30 17:00:00,73.7,4.14
order_00097,1,prod_006,seller_01,2017-09-28 08:00:00,187.52,17.12
order_00097,2,prod_016,seller_05,2017-09-28 08:00:00,177.89,20.31
order_00098,1,prod_012,seller_03,2017-09-29 18:00:00,183.83,22.89
order_00098,2,prod_014,seller_01,2017-09-29 18:00:00,162.25,11.78
order_00098,3,prod_007,seller_05,2017-09-29 18:00:00,56.06,3.02
order_00099,1,prod_016,seller_02,2017-09-29 18:00:00,257.59,20.49
order_00099,2,prod_006,seller_00,2017-09-29 18:00:00,298.93,41.25
order_00099,3,prod_008,seller_01,2017-09-29 18:00:00,29.49,3.96
order_00100,1,prod_017,seller_03,2017-09-29 11:00:00,95.55,9.29
order_00100,2,prod_000,seller_00,2017-09-29 11:00:00,181.53,17.01
order_00101,1,prod_005,seller_01,2017-10-05 14:00:00,191.74,10.22
order_00102,1,prod_001,seller_05,2017-10-05 13:00:00,37.29,2.12
order_00103,1,prod_012,seller_00,2017-10-10 13:00:00,44.45,3.32
order_00103,2,prod_001,seller_00,2017-10-10 13:00:00,84.93,12.31
order_00103,3,prod_002,seller_05,2017-10-10 13:00:00,293.78,33.26
order_00104,1,prod_013,seller_02,2017-10-10 20:00:00,119.15,6.21
order_00105,1,prod_009,seller_04,2017-10-10 13:00:00,165.44,20.61
order_00105,2,prod_000,seller_03,2017-10-10 13:00:00,257.77,26.26
order_00106,1,prod_002,seller_04,2017-10-04 16:00:00,279.36,36.87
order_00106,2,prod_000,seller_04,2017-10-04 16:00:00,75.26,5.28
order_00106,3,prod_001,seller_00,2017-10-04 16:00:00,249.84,21.18
order_00107,1,prod_016,seller_02,2017-10-10 10:00:00,307.38,33.14
order_00108,1,prod_002,seller_03,2017-10-09 11:00:00,301.92,38.88
order_00109,1,prod_000,seller_02,2017-10-07 14:00:00,287.09,20.27
order_00109,2,prod_017,seller_04,2017-10-07 14:00:00,102.64,6.89
order_00110,1,prod_018,seller_02,2017-10-08 20:00:00,35.0,3.58
order_00110,2,prod_014,seller_05,2017-10-08 20:00:00,281.06,29.62
order_00110,3,prod_014,seller_03,2017-10-08 20:00:00,120.38,14.31
order_00111,1,prod_009,seller_05,2017-10-06 15:00:00,81.51,10.81
order_00111,2,prod_004,seller_01,2017-10-06 15:00:00,207.11,25.33
order_00112,1,prod_003,seller_01,2017-10-05 12:00:00,308.9,27.31
order_00113,1,prod_008,seller_01,2017-10-07 12:00:00,293.86,40.71
order_00113,2,prod_000,seller_03,2017-10-07 12:00:00,161.86,21.92
order_00113,3,prod_007,seller_04,2017-10-07 12:00:00,153.78,22.77
order_00114,1,prod_013,seller_05,2017-10-06 17:00:00,243.58,26.16
order_00115,1,prod_003,seller_03,2017-10-09 20:00:00,225.48,21.03
order_00116,1,prod_015,seller_03,2017-10-05 20:00:00,275.59,14.32
order_00117,1,prod_015,seller_00,2017-10-10 10:00:00,139.67,7.52
order_00118,1,prod_006,seller_05,2017-10-05 16:00:00,159.75,15.59
order_00118,2,prod_011,seller_04,2017-10-05 16:00:00,29.75,2.51
order_00119,1,prod_011,seller_05,2017-10-05 14:00:00,315.42,17.56
order_00119,2,prod_012,seller_00,2017-10-05 14:00:00,105.94,5.44
order_00119,3,prod_013,seller_05,2017-10-05 14:00:00,148.48,17.79
order_00120,1,prod_012,seller_03,2017-10-05 12:00:00,311.59,22.19
order_00120,2,prod_002,seller_05,2017-10-05 12:00:00,63.14,4.38
order_00121,1,prod_004,seller_03,2017-10-09 21:00:00,249.17,21.3
order_00122,1,prod_008,seller_02,2017-10-09 12:00:00,25.8,1.92
order_00122,2,prod_015,seller_03,2017-10-09 12:00:00,114.04,10.59
order_00123,1,prod_010,seller_01,2017-10-06 21:00:00,269.23,27.75
order_00124,1,prod_018,seller_01,2017-10-04 11:00:00,204.42,27.68
order_00125,1,prod_019,seller_00,2017-10-05 11:00:00,204.81,23.93
order_00126,1,prod_017,seller_00,2017-10-05 16:00:00,285.39,21.82
order_00126,2,prod_004,seller_03,2017-10-05 16:00:00,94.08,9.34
order_00126,3,prod_014,seller_01,2017-10-05 16:00:00,42.24,5.07
order_00127,1,prod_014,seller_05,2017-10-08 21:00:00,273.03,29.01
order_00128,1,prod_000,seller_00,2017-10-07 18:00:00,131.31,14.57
order_00128,2,prod_010,seller_00,2017-10-07 18:00:00,226.36,22.88
order_00128,3,prod_004,seller_00,2017-10-07 18:00:00,167.98,11.98
order_00129,1,prod_017,seller_01,2017-10-10 18:00:00,254.66,19.97
order_00129,2,prod_008,seller_04,2017-10-10 18:00:00,125.88,6.96
order_00130,1,prod_011,seller_01,2017-10-07 14:00:00,282.52,32.62
order_00131,1,prod_001,seller_03,2017-10-09 12:00:00,50.83,6.21
order_00131,2,prod_017,seller_04,2017-10-09 12:00:00,286.25,15.74
order_00131,3,prod_000,seller_00,2017-10-09 12:00:00,113.62,7.84
order_00132,1,prod_004,seller_05,2017-10-04 20:00:00,135.93,15.95
order_00132,2,prod_002,seller_01,2017-10-04 20:00:00,228.29,12.32
order_00133,1,prod_000,seller_02,2017-10-05 21:00:00,294.65,40.42
order_00134,1,prod_013,seller_04,2017-10-17 12:00:00,118.95,13.58
order_00135,1,prod_012,seller_03,2017-10-11 21:00:00,230.24,13.06
order_00135,2,prod_019,seller_04,2017-10-11 21:00:00,225.59,33.68
order_00136,1,prod_000,seller_03,2017-10-15 09:00:00,289.25,14.6
order_00137,1,prod_007,seller_03,2017-10-11 10:00:00,237.21,29.26
order_00138,1,prod_009,seller_05,2017-10-16 19:00:00,249.01,26.33
order_00138,2,prod_008,seller_00,2017-10-16 19:00:00,171.94,20.93
order_00138,3,prod_000,seller_05,2017-10-16 19:00:00,28.36,3.37
order_00139,1,prod_011,seller_04,2017-10-16 17:00:00,42.63,5.23
order_00139,2,prod_005,seller_01,2017-10-16 17:00:00,163.59,23.99
order_00140,1,prod_014,seller_02,2017-10-12 18:00:00,254.54,32.7
order_00140,2,prod_009,seller_02,2017-10-12 18:00:00,192.21,10.78
order_00141,1,prod_007,seller_03,2017-10-11 21:00:00,197.48,17.52
order_00142,1,prod_008,seller_02,2017-10-12 20:00:00,25.5,2.35
order_00142,2,prod_001,seller_02,2017-10-12 20:00:00,198.06,26.41
order_00142,3,prod_018,seller_01,2017-10-12 20:00:00,264.47,20.47
order_00143,1,prod_007,seller_02,2017-10-15 16:00:00,257.37,28.49
order_00144,1,prod_017,seller_02,2017-10-13 17:00:00,184.47,23.47
order_00144,2,prod_018,seller_04,2017-10-13 17:00:00,93.7,13.09
order_00145,1,prod_009,seller_02,2017-10-12 11:00:00,78.3,8.44
order_00146,1,prod_003,seller_02,2017-10-17 10:00:00,135.34,15.33
order_00146,2,prod_004,seller_02,2017-10-17 10:00:00,257.27,28.23
order_00147,1,prod_018,seller_01,2017-10-11 09:00:00,168.46,12.83
order_00147,2,prod_013,seller_00,2017-10-11 09:00:00,254.86,36.87
order_00148,1,prod_001,seller_04,2017-10-13 11:00:00,33.12,2.88
order_00149,1,prod_002,seller_02,2017-10-11 21:00:00,233.38,19.11
order_00150,1,prod_011,seller_01,2017-10-16 16:00:00,275.66,41.12
order_00150,2,prod_001,seller_02,2017-10-16 16:00:00,90.41,13.03
order_00151,1,prod_015,seller_00,2017-10-17 08:00:00,243.17,14.62
order_00151,2,prod_000,seller_01,2017-10-17 08:00:00,118.72,13.97
order_00151,3,prod_018,seller_03,2017-10-17 08:00:00,113.14,14.23
order_00152,1,prod_014,seller_01,2017-10-13 14:00:00,137.0,17.91
order_00152,2,prod_000,seller_03,2017-10-13 14:00:00,294.72,35.87
order_00153,1,prod_004,seller_03,2017-10-17 11:00:00,287.17,41.87
order_00154,1,prod_011,seller_01,2017-10-14 13:00:00,59.11,4.92
order_00154,2,prod_005,seller_05,2017-10-14 13:00:00,242.14,23.04
order_00155,1,prod_018,seller_02,2017-10-13 14:00:00,32.5,2.71
order_00156,1,prod_001,seller_05,2017-10-13 15:00:00,313.69,43.76
order_00157,1,prod_008,seller_01,2017-10-13 09:00:00,152.46,21.73
order_00158,1,prod_000,seller_03,2017-10-12 08:00:00,313.7,41.0
order_00159,1,prod_001,seller_03,2017-10-11 20:00:00,131.23,9.43
order_00160,1,prod_002,seller_04,2017-10-15 20:00:00,202.19,24.89
order_00161,1,prod_000,seller_00,2017-10-15 18:00:00,115.87,13.81
order_00161,2,prod_001,seller_04,2017-10-15 18:00:00,178.27,23.36
order_00162,1,prod_015,seller_01,2017-10-17 15:00:00,293.51,40.27
order_00162,2,prod_005,seller_04,2017-10-17 15:00:00,103.55,13.79
order_00163,1,prod_014,seller_04,2017-10-13 17:00:00,178.35,10.19
order_00164,1,prod_001,seller_02,2017-10-17 13:00:00,246.64,33.86
order_00164,2,prod_015,seller_03,2017-10-17 13:00:00,306.45,31.05
order_00165,1,prod_017,seller_00,2017-10-19 17:00:00,117.01,6.08
order_00166,1,prod_014,seller_00,2017-10-22 18:00:00,95.32,8.11
order_00166,2,prod_005,seller_00,2017-10-22 18:00:00,52.7,4.07
order_00167,1,prod_004,seller_04,2017-10-24 12:00:00,144.67,15.8
order_00168,1,prod_012,seller_05,2017-10-21 19:00:00,301.59,27.76
order_00169,1,prod_010,seller_05,2017-10-18 20:00:00,95.91,8.97
order_00169,2,prod_010,seller_03,2017-10-18 20:00:00,314.46,42.38
order_00170,1,prod_011,seller_00,2017-10-23 13:00:00,211.64,21.82
order_00170,2,prod_013,seller_01,2017-10-23 13:00:00,45.43,4.56
order_00170,3,prod_004,seller_03,2017-10-23 13:00:00,31.14,4.58
order_00171,1,prod_019,seller_02,2017-10-18 08:00:00,295.79,33.37
order_00172,1,prod_009,seller_00,2017-10-18 16:00:00,305.51,24.61
order_00173,1,prod_004,seller_03,2017-10-22 12:00:00,182.48,11.39
order_00173,2,prod_009,seller_03,2017-10-22 12:00:00,63.75,6.87
order_00174,1,prod_007,seller_05,2017-10-23 16:00:00,229.98,20.39
order_00174,2,prod_011,seller_03,2017-10-23 16:00:00,186.83,26.0
order_00175,1,prod_016,seller_04,2017-10-24 12:00:00,90.37,7.98
order_00176,1,prod_008,seller_02,2017-10-19 21:00:00,121.02,16.68
order_00176,2,prod_001,seller_00,2017-10-19 21:00:00,88.76,5.85
order_00177,1,prod_011,seller_05,2017-10-21 18:00:00,271.13,34.24
order_00177,2,prod_004,seller_03,2017-10-21 18:00:00,178.67,14.95
order_00178,1,prod_015,seller_02,2017-10-22 17:00:00,242.94,31.22
order_00179,1,prod_018,seller_01,2017-10-18 14:00:00,171.88,15.78
order_00180,1,prod_009,seller_02,2017-10-21 21:00:00,238.3,21.23
order_00181,1,prod_017,seller_02,2017-10-23 21:00:00,113.51,14.79
order_00181,2,prod_012,seller_04,2017-10-23 21:00:00,153.52,11.24
order_00182,1,prod_000,seller_00,2017-10-22 21:00:00,311.78,17.07
order_00183,1,prod_016,seller_05,2017-10-24 12:00:00,177.65,21.06
order_00183,2,prod_011,seller_00,2017-10-24 12:00:00,139.91,15.32
order_00184,1,prod_016,seller_03,2017-10-23 09:00:00,145.81,16.75
order_00185,1,prod_016,seller_05,2017-10-21 14:00:00,126.27,16.62
order_00185,2,prod_010,seller_02,2017-10-21 14:00:00,75.36,11.14
order_00186,1,prod_013,seller_05,2017-10-23 12:00:00,287.0,18.84
order_00186,2,prod_016,seller_01,2017-10-23 12:00:00,110.53,11.11
order_00187,1,prod_001,seller_05,2017-10-23 17:00:00,193.11,17.6
order_00188,1,prod_000,seller_01,2017-10-22 08:00:00,197.93,13.36
order_00189,1,prod_005,seller_04,2017-10-19 17:00:00,60.84,7.66
order_00189,2,prod_003,seller_00,2017-10-19 17:00:00,56.46,3.79
order_00190,1,prod_010,seller_01,2017-10-24 20:00:00,252.32,30.67
order_00190,2,prod_005,seller_00,2017-10-24 20:00:00,129.38,9.92
order_00190,3,prod_018,seller_00,2017-10-24 20:00:00,54.34,4.61
order_00191,1,prod_019,seller_01,2017-10-18 11:00:00,154.69,11.59
order_00192,1,prod_019,seller_02,2017-10-24 10:00:00,114.58,16.73
order_00192,2,prod_002,seller_01,2017-10-24 10:00:00,171.19,20.15
order_00193,1,prod_011,seller_03,2017-10-23 15:00:00,76.17,5.23
order_00194,1,prod_002,seller_00,2017-10-18 13:00:00,143.94,13.28
order_00195,1,prod_008,seller_05,2017-10-19 15:00:00,153.5,8.06
order_00196,1,prod_014,seller_01,2017-10-18 11:00:00,188.72,12.44
order_00197,1,prod_016,seller_01,2017-10-21 18:00:00,305.53,22.22
order_00198,1,prod_012,seller_04,2017-10-20 17:00:00,182.73,18.46
order_00199,1,prod_018,seller_01,2017-10-18 16:00:00,218.97,17.75
order_00200,1,prod_003,seller_00,2017-10-24 21:00:00,220.51,23.42
order_00201,1,prod_004,seller_05,2017-10-19 09:00:00,91.8,8.25
order_00202,1,prod_011,seller_05,2017-10-21 20:00:00,77.04,10.01
order_00203,1,prod_003,seller_01,2017-10-23 19:00:00,128.87,10.2
order_00203,2,prod_019,seller_05,2017-10-23 19:00:00,104.91,7.55
order_00204,1,prod_001,seller_04,2017-10-19 14:00:00,137.32,11.14
order_00205,1,prod_018,seller_02,2017-10-22 15:00:00,298.08,42.79
order_00206,1,prod_001,seller_02,2017-10-24 17:00:00,225.92,16.04
order_00207,1,prod_002,seller_02,2017-10-23 14:00:00,107.94,15.61
order_00208,1,prod_006,seller_03,2017-10-23 16:00:00,41.02,4.81
order_00208,2,prod_004,seller_03,2017-10-23 16:00:00,274.74,34.67
order_00209,1,prod_001,seller_01,2017-10-22 10:00:00,101.78,8.73
order_00209,2,prod_006,seller_05,2017-10-22 10:00:00,146.43,11.87
order_00210,1,prod_004,seller_05,2017-10-19 19:00:00,229.0,19.5
order_00210,2,prod_004,seller_04,2017-10-19 19:00:00,113.31,12.05
order_00211,1,prod_012,seller_01,2017-10-24 10:00:00,313.9,19.29
order_00211,2,prod_011,seller_03,2017-10-24 10:00:00,110.36,7.8
order_00212,1,prod_014,seller_03,2017-10-18 19:00:00,72.59,7.76
order_00213,1,prod_010,seller_05,2017-10-18 08:00:00,245.45,26.11
order_00214,1,prod_002,seller_05,2017-10-21 11:00:00,130.99,10.3
order_00215,1,prod_005,seller_05,2017-10-23 08:00:00,112.41,11.53
order_00216,1,prod_011,seller_02,2017-10-24 12:00:00,136.92,10.0
order_00217,1,prod_018,seller_05,2017-10-24 21:00:00,37.17,5.28
order_00218,1,prod_002,seller_01,2017-10-21 14:00:00,202.77,24.09
order_00219,1,prod_011,seller_00,2017-10-21 09:00:00,81.29,4.32
order_00219,2,prod_016,seller_03,2017-10-21 09:00:00,205.17,13.2
order_00220,1,prod_005,seller_05,2017-10-21 13:00:00,221.5,14.72
order_00221,1,prod_017,seller_02,2017-10-22 18:00:00,163.31,16.61
order_00222,1,prod_001,seller_05,2017-10-24 10:00:00,49.02,5.77
order_00222,2,prod_009,seller_04,2017-10-24 10:00:00,204.7,21.93
order_00223,1,prod_006,seller_01,2017-10-19 12:00:00,33.21,3.91
order_00223,2,prod_002,seller_01,2017-10-19 12:00:00,156.97,18.22
order_00223,3,prod_018,seller_03,2017-10-19 12:00:00,134.74,11.59
order_00224,1,prod_003,seller_01,2017-10-20 09:00:00,186.69,25.43
order_00225,1,prod_007,seller_04,2017-10-23 12:00:00,188.44,20.21
order_00226,1,prod_016,seller_04,2017-10-22 09:00:00,64.61,6.51
order_00226,2,prod_003,seller_05,2017-10-22 09:00:00,272.37,40.6
order_00227,1,prod_002,seller_01,2017-10-21 16:00:00,165.16,14.42
order_00227,2,prod_012,seller_01,2017-10-21 16:00:00,207.54,11.36
order_00228,1,prod_002,seller_04,2017-10-19 15:00:00,65.0,9.68
order_00228,2,prod_003,seller_05,2017-10-19 15:00:00,84.47,11.58
order_00228,3,prod_010,seller_05,2017-10-19 15:00:00,74.56,8.8
order_00229,1,prod_019,seller_02,2017-10-22 19:00:00,169.25,10.15
order_00229,2,prod_019,seller_00,2017-10-22 19:00:00,186.91,9.98
order_00229,3,prod_007,seller_02,2017-10-22 19:00:00,293.52,25.08
order_00230,1,prod_008,seller_01,2017-10-22 15:00:00,57.57,3.74
order_00230,2,prod_012,seller_01,2017-10-22 15:00:00,299.67,32.61
order_00231,1,prod_004,seller_03,2017-10-24 20:00:00,32.3,3.24
order_00232,1,prod_005,seller_05,2017-10-22 21:00:00,273.67,36.81
